species,pc.known,pc.inferred,pc.region,ref
Serinus_citrinella,Pair,Pair,Palearctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Serinus_thibetanus,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Serinus_canicollis,Pair,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_nigriceps,Unknown,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_citrinelloides,Pair,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_frontalis,Unknown,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_hypostictus,Unknown,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_capistratus,Unknown,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_koliensis,Unknown,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_scotops,Pair,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_leucopygius,Pair,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_rothschildi,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Serinus_flavigula,Unknown,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_xanthopygius,Unknown,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_reichenowi,Unknown,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_atrogularis,Pair,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_citrinipectus,Pair,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_mozambicus,Pair,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_donaldsoni,Unknown,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_buchanani,Unknown,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_dorsostriatus,Pair,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_flaviventris,Pair,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_sulphuratus,Pair,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_albogularis,Pair,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_reichardi,Unknown,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_gularis,Pair,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_mennelli,Pair,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_tristriatus,Pair,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_menachensis,Pair,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Serinus_ankoberensis,Unknown,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_striolatus,Pair,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_whytii,Unknown,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_burtoni,Pair,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_rufobrunneus,Unknown,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_melanochrous,Unknown,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_leucopterus,Pair,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_totta,Pair,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_symonsi,Unknown,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_leucolaema,Unknown,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_alario,Pair,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Serinus_estherae,Unknown,Pair,Indomalayan,"Kennedy RS, Gonzales PC, Dickinson EC, Miranda HC, Fisher TH (2000) A guide to the birds of the Phillipines. Oxford University Press: Oxford. "
Neospiza_concolor,Unknown,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Linurgus_olivaceus,Pair,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Rhynchostruthus_socotranus,Unknown,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Carduelis_chloris,Pair,Pair,Palearctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Carduelis_sinica,Pair,Pair,Palearctic,Brazil MA (1991) The birds of Japan. Smithsonian Institution Press: Washington DC.  || Nakamura H (1991) Dispersal of the oriental greenfinch Carduelis sinica from communal display areas and social organization in breeding season (Aves: Fringillidae). Journal of the Yamashina Institute for Ornithology  22: 9-55.
Carduelis_spinoides,Pair,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carduelis_ambigua,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carduelis_monguilloti,Unknown,Pair,Indomalayan,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carduelis_spinus,Pair,Pair,Palearctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Carduelis_pinus,Pair,Pair,Palearctic,"Dawson WR (1995) Pine siskin.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-24. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Carduelis_atriceps,Unknown,Pair,Neotropical,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carduelis_spinescens,Unknown,Pair,Neotropical,Hilty SL (2003) Birds of Venezuela. Princeton University Press: Princeton. 
Carduelis_yarrellii,Unknown,Pair,Neotropical,"Collar NJ, Gonzaga LP, Krabbe N, Madroño NA, Naranjo LG, Parker TA, Wege DC (1992) Threatened birds of the Americas. The ICBP/IUCN Red Data Book. 3rd ed, part 2. Smithsonian Institution Press: Wahington DC. "
Carduelis_cucullata,Pair,Pair,Neotropical,"Collar NJ, Gonzaga LP, Krabbe N, Madroño NA, Naranjo LG, Parker TA, Wege DC (1992) Threatened birds of the Americas. The ICBP/IUCN Red Data Book. 3rd ed, part 2. Smithsonian Institution Press: Wahington DC. "
Carduelis_crassirostris,Unknown,Pair,Neotropical,"Fjeldså J,  Krabbe N (1990) Birds of the high Andes. University of Copenhagen and Apollo Books: Svenborg. "
Carduelis_magellanica,Unknown,Pair,Neotropical,Hilty SL (2003) Birds of Venezuela. Princeton University Press: Princeton. 
Carduelis_siemiradzkii,Unknown,Pair,Neotropical,"Collar NJ, Gonzaga LP, Krabbe N, Madroño NA, Naranjo LG, Parker TA, Wege DC (1992) Threatened birds of the Americas. The ICBP/IUCN Red Data Book. 3rd ed, part 2. Smithsonian Institution Press: Wahington DC. "
Carduelis_olivacea,Unknown,Pair,Neotropical,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carduelis_notata,Unknown,Pair,Neotropical,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carduelis_barbata,Unknown,Pair,Neotropical,"Fjeldså J,  Krabbe N (1990) Birds of the high Andes. University of Copenhagen and Apollo Books: Svenborg. "
Carduelis_xanthogastra,Unknown,Pair,Neotropical,"Stiles FG,  Skutch AF (1989) A guide to the birds of Costa Rica. Cornell University Press: Ithaca. "
Carduelis_atrata,Unknown,Pair,Neotropical,"Fjeldså J,  Krabbe N (1990) Birds of the high Andes. University of Copenhagen and Apollo Books: Svenborg. "
Carduelis_uropygialis,Unknown,Pair,Neotropical,"Fjeldså J,  Krabbe N (1990) Birds of the high Andes. University of Copenhagen and Apollo Books: Svenborg. "
Carduelis_tristis,Pair,Pair,Nearctic,"Middleton ALA (1993) American goldfinch.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-24. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Carduelis_psaltria,Pair,Pair,Neotropical,"Watt DJ,  Willoughby EJ (1999) Lesser goldfinch.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-24. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Carduelis_lawrencei,Occasional,Pair,Nearctic,"Davis JN (1999) Lawrence's goldfinch.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-20. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Carduelis_dominicensis,Unknown,Pair,Neotropical,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carduelis_carduelis,Pair,Pair,Palearctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Carduelis_hornemanni,Occasional,Pair,Holarctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Carduelis_flammea,Occasional,Pair,Holarctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Carduelis_flavirostris,Pair,Pair,Palearctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Carduelis_cannabina,Pair,Pair,Palearctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Carduelis_yemenensis,Pair,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carduelis_johannis,Unknown,Pair,Africa,"Fry CH,  Keith S, eds. (2004) The Birds of Africa Vol. VII. Sparrows to buntings.Christopher Helm: London."
Leucosticte_nemoricola,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Leucosticte_brandti,Pair,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Leucosticte_arctoa,Pair,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Leucosticte_tephrocotis,Pair,Pair,Nearctic,"MacDougall-Shackleton SA, Johnson RE, Hahn TP (2000) Gray-crowned rosy-finch.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-16. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Leucosticte_atrata,Pair,Pair,Nearctic,"Johnson RE (2002) Black rosy-finch.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-28. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Leucosticte_australis,Pair,Pair,Nearctic,"Johnson RE, Hendricks P, Pattie DL, Hunter KB (2000) Brown-capped rosy-finch: Leucosticte australis.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-24. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Callacanthis_burtoni,Pair,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Rhodopechys_sanguinea,Pair,Pair,Palearctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Rhodopechys_githaginea,Pair,Pair,Palearctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Rhodopechys_mongolica,Pair,Pair,Palearctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Rhodopechys_obsoleta,Pair,Pair,Palearctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Uragus_sibiricus,Pair,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carpodacus_rubescens,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carpodacus_nipalensis,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carpodacus_purpureus,Pair,Pair,Nearctic,"Wootton JT (1996) Purple finch.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-20. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Carpodacus_erythrinus,Occasional,Pair,Palearctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Carpodacus_cassinii,Pair,Pair,Nearctic,"Hahn TP (1996) Cassin's finch (Carpodacus cassinii).  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-20. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Carpodacus_mexicanus,Pair,Pair,Nearctic,"Hill GE (1993) House finch.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-24. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Carpodacus_pulcherrimus,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carpodacus_eos,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carpodacus_rodochrous,Pair,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carpodacus_vinaceus,Pair,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carpodacus_edwardsii,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carpodacus_synoicus,Unknown,Pair,Palearctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Carpodacus_roseus,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carpodacus_trifasciatus,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carpodacus_rodopeplus,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carpodacus_thura,Pair,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carpodacus_rhodochlamys,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carpodacus_rubicilloides,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Carpodacus_rubicilla,Pair,Pair,Palearctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Carpodacus_puniceus,Unknown,Pair,Palearctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Carpodacus_roborowskii,Unknown,Pair,Palearctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Pinicola_enucleator,Pair,Pair,Holarctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Pinicola_subhimachalus,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Haematospiza_sipahi,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Loxia_pytyopsittacus,Pair,Pair,Palearctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Loxia_scotica,Occasional,Pair,Palearctic,Nethersole-Thompson D (1975) Pine crossbills: a Scottish contribution. T & AD Poyser: London. 
Loxia_curvirostra,Occasional,Pair,Holarctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Loxia_leucoptera,Pair,Pair,Palearctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Pyrrhula_nipalensis,Unknown,Pair,Indomalayan,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Pyrrhula_leucogenis,Unknown,Pair,Indomalayan,"Kennedy RS, Gonzales PC, Dickinson EC, Miranda HC, Fisher TH (2000) A guide to the birds of the Phillipines. Oxford University Press: Oxford. "
Pyrrhula_aurantiaca,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Pyrrhula_erythrocephala,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Pyrrhula_erythaca,Pair,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Pyrrhula_pyrrhula,Pair,Pair,Palearctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Coccothraustes_coccothraustes,Pair,Pair,Palearctic,"Cramp S,  Perrins CM, eds. (1994) The birds of the western Palearctic Vol. VIII. Crows to finches.Oxford University Press: Oxford."
Eophona_migratoria,Pair,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Eophona_personata,Pair,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Mycerobas_icterioides,Pair,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Mycerobas_affinis,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Mycerobas_melanozanthos,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Mycerobas_carnipes,Pair,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Hesperiphona_vespertina,Occasional,Pair,Nearctic,"Gillihan SW,  Byers B (2001) Evening grosbeak: Coccothraustes vespertinus.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-23. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Hesperiphona_abeillei,Pair,Pair,Nearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Pyrrhoplectes_epauletta,Unknown,Pair,Palearctic,"Clement P, Harris A, Davis J (1993) Finches and sparrows. Christopher Helm: London. "
Telespiza_ultima,Pair,Pair,Neotropical,"Morin MP,  Conant S (2002) Laysan finch. Nihoa finch.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-32. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C. || Pratt HD (2005) The Hawaiian honeycreepers: Drepanidinae. Oxford University Press: Oxford. "
Telespiza_cantans,Pair,Pair,Neotropical,"Morin MP,  Conant S (2002) Laysan finch. Nihoa finch.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-32. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C. || Pratt HD (2005) The Hawaiian honeycreepers: Drepanidinae. Oxford University Press: Oxford. "
Psittirostra_psittacea,Unknown,Pair,Neotropical,"Pratt HD (2005) The Hawaiian honeycreepers: Drepanidinae. Oxford University Press: Oxford.  || Snetsinger TJ, Reynolds MH, Herrmann CM (1998) 'O'u. Lana'i hookbill.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-20. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Loxioides_bailleui,Cooperation,Cooperation,Neotropical,"Pratt HD (2005) The Hawaiian honeycreepers: Drepanidinae. Oxford University Press: Oxford.  || Banko PC, Johnson L, Lindsey GD, Fancy SG, Pratt TK, Jacobi JD, Banko WE (2002) Palila.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-24. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Pseudonestor_xanthophrys,Pair,Pair,Neotropical,"Pratt HD (2005) The Hawaiian honeycreepers: Drepanidinae. Oxford University Press: Oxford.  || Simon JC, Pratt TK, Berlin KE, Kowalsky JR (2000) Reproductive ecology of the Maui parrotbill. Wilson Bulletin  112: 482-490."
Viridonia_stejnegeri,Unknown,Pair,Neotropical,"Pratt HD (2005) The Hawaiian honeycreepers: Drepanidinae. Oxford University Press: Oxford.  || Lindsey GD, Vanderwerf EA, Baker H, Baker PE (1998) Hawai'i 'amakihi. Kaua'i 'amakihi. O'ahu 'amakihi. Greater 'amakihi.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-28. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Viridonia_virens,Occasional,Pair,Neotropical,"Pratt HD (2005) The Hawaiian honeycreepers: Drepanidinae. Oxford University Press: Oxford.  || Lindsey GD, Vanderwerf EA, Baker H, Baker PE (1998) Hawai'i 'amakihi. Kaua'i 'amakihi. O'ahu 'amakihi. Greater 'amakihi.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-28. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Viridonia_parva,Pair,Pair,Neotropical,"Pratt HD (2005) The Hawaiian honeycreepers: Drepanidinae. Oxford University Press: Oxford.  || Lepson JK (1997) 'Anianiau (Hemignathus parvus).  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-16. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Hemignathus_wilsoni,Unknown,Pair,Neotropical,"Pratt HD (2005) The Hawaiian honeycreepers: Drepanidinae. Oxford University Press: Oxford.  || Pratt TK, Fancy SG, Ralph CJ (2001) 'Akiapola'au: Hemignathus munroi. Nukupu'u: Hemignathus lucidus.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-27. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Oreomystis_bairdi,Unknown,Pair,Neotropical,"Pratt HD (2005) The Hawaiian honeycreepers: Drepanidinae. Oxford University Press: Oxford.  || Foster JT, Scott JM, Sykes PW, Jr. (2000) 'Akikiki.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-16. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Oreomystis_mana,Pair,Pair,Neotropical,NA
Paroreomyza_montana,Cooperation,Cooperation,Neotropical,"Pratt HD (2005) The Hawaiian honeycreepers: Drepanidinae. Oxford University Press: Oxford.  || Baker PE,  Baker H (2000) Maui 'alauahio.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-27. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Paroreomyza_maculata,Unknown,Cooperation,Neotropical,"Pratt HD (2005) The Hawaiian honeycreepers: Drepanidinae. Oxford University Press: Oxford.  || Baker PE,  Baker H (2000) Maui 'alauahio.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-27. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Loxops_caeruleirostris,Unknown,Pair,Neotropical,"Lepson JK,  Pratt HD (1997) Akekee.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-16. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Loxops_coccineus,Pair,Pair,Neotropical,"Pratt HD (2005) The Hawaiian honeycreepers: Drepanidinae. Oxford University Press: Oxford.  || Lepson JK,  Freed LA (1997) Akepa.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-24. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
